FID_1,geometry,Join_Count,PREF,CITY1,CITY2,FirstDate,LastDate,radiation,Elev
55,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83247,37.68848 140.83247,37.68777 140.83337,37.68777 140.83337,37.68848</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,福島県,,南相馬市,2017/08/06 01:08:56,2017/08/06 01:19:53,0.29111,305
56,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83247,37.68919 140.83247,37.68848 140.83337,37.68848 140.83337,37.68919</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,福島県,,南相馬市,2017/08/06 01:09:06,2017/08/06 01:09:12,0.28833,309
57,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83247,37.69345 140.83247,37.69274 140.83337,37.69274 140.83337,37.69345</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,福島県,,南相馬市,2017/08/06 01:09:45,2017/08/06 01:19:07,0.35889,341
58,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83247,37.71975 140.83247,37.71904 140.83337,37.71904 140.83337,37.71975</coordinates></LinearRing></outerBoundaryIs></Polygon>",5,福島県,相馬郡,飯舘村,2017/07/15 23:31:01,2017/07/15 23:32:29,0.27000,193
59,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83247,37.72046 140.83247,37.71975 140.83337,37.71975 140.83337,37.72046</coordinates></LinearRing></outerBoundaryIs></Polygon>",24,福島県,相馬郡,飯舘村,2017/07/15 23:31:05,2017/07/15 23:32:27,0.25667,198
60,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83337,37.68777 140.83337,37.68706 140.83426,37.68706 140.83426,37.68777</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,福島県,,南相馬市,2017/08/06 01:08:40,2017/08/06 01:20:05,0.36875,289
61,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83337,37.68919 140.83337,37.68848 140.83426,37.68848 140.83426,37.68919</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,福島県,,南相馬市,2017/08/06 01:09:13,2017/08/06 01:19:43,0.32500,310
62,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83337,37.68990 140.83337,37.68919 140.83426,37.68919 140.83426,37.68990</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,福島県,,南相馬市,2017/08/06 01:09:14,2017/08/06 01:19:42,0.38600,315
63,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83337,37.69061 140.83337,37.68990 140.83426,37.68990 140.83426,37.69061</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,福島県,,南相馬市,2017/08/06 01:09:19,2017/08/06 01:19:35,0.23800,323
64,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83337,37.69132 140.83337,37.69061 140.83426,37.69061 140.83426,37.69132</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,福島県,,南相馬市,2017/08/06 01:09:25,2017/08/06 01:09:25,0.26000,319
65,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83337,37.69203 140.83337,37.69132 140.83426,37.69132 140.83426,37.69203</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,福島県,,南相馬市,2017/08/06 01:19:20,2017/08/06 01:19:21,0.33000,347
66,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83337,37.69274 140.83337,37.69203 140.83426,37.69203 140.83426,37.69274</coordinates></LinearRing></outerBoundaryIs></Polygon>",4,福島県,,南相馬市,2017/08/06 01:09:40,2017/08/06 01:09:44,0.36500,335
67,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83337,37.71975 140.83337,37.71904 140.83426,37.71904 140.83426,37.71975</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,福島県,相馬郡,飯舘村,2017/07/15 23:30:51,2017/07/15 23:32:37,0.33125,188
68,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.68777 140.83426,37.68706 140.83516,37.68706 140.83516,37.68777</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,福島県,,南相馬市,2017/08/06 01:08:32,2017/08/06 01:20:10,0.44750,285
69,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.68848 140.83426,37.68777 140.83516,37.68777 140.83516,37.68848</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,福島県,,南相馬市,2017/08/06 01:08:24,2017/08/06 01:20:15,0.42400,282
70,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.69132 140.83426,37.69061 140.83516,37.69061 140.83516,37.69132</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,福島県,,南相馬市,2017/08/06 01:09:26,2017/08/06 01:19:25,0.26500,323
71,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.69203 140.83426,37.69132 140.83516,37.69132 140.83516,37.69203</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,福島県,,南相馬市,2017/08/06 01:19:23,2017/08/06 01:19:24,0.35500,345
72,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.71904 140.83426,37.71833 140.83516,37.71833 140.83516,37.71904</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,福島県,相馬郡,飯舘村,2017/07/15 23:30:42,2017/07/15 23:32:43,0.33667,180
73,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.71975 140.83426,37.71904 140.83516,37.71904 140.83516,37.71975</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,福島県,相馬郡,飯舘村,2017/07/15 23:30:44,2017/07/15 23:32:42,0.29800,182
74,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83516,37.68848 140.83516,37.68777 140.83606,37.68777 140.83606,37.68848</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,福島県,,南相馬市,2017/08/06 01:08:21,2017/08/06 01:08:23,0.41333,280
75,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83516,37.68919 140.83516,37.68848 140.83606,37.68848 140.83606,37.68919</coordinates></LinearRing></outerBoundaryIs></Polygon>",5,福島県,,南相馬市,2017/08/06 01:08:14,2017/08/06 01:20:21,0.39200,272
76,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83516,37.71904 140.83516,37.71833 140.83606,37.71833 140.83606,37.71904</coordinates></LinearRing></outerBoundaryIs></Polygon>",15,福島県,相馬郡,飯舘村,2017/07/15 23:30:32,2017/07/15 23:32:51,0.28867,177
77,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83606,37.68919 140.83606,37.68848 140.83696,37.68848 140.83696,37.68919</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,福島県,,南相馬市,2017/08/06 01:08:06,2017/08/06 01:20:27,0.27250,267
78,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83606,37.71762 140.83606,37.71691 140.83696,37.71691 140.83696,37.71762</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,福島県,,南相馬市,2017/07/15 23:30:21,2017/07/15 23:30:21,0.38000,169
79,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83606,37.71833 140.83606,37.71762 140.83696,37.71762 140.83696,37.71833</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,福島県,,南相馬市,2017/07/15 23:30:22,2017/07/15 23:32:59,0.39500,172
80,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83606,37.71904 140.83606,37.71833 140.83696,37.71833 140.83696,37.71904</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,福島県,,南相馬市,2017/07/15 23:32:52,2017/07/15 23:32:52,0.43000,173
81,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83696,37.68919 140.83696,37.68848 140.83786,37.68848 140.83786,37.68919</coordinates></LinearRing></outerBoundaryIs></Polygon>",11,福島県,,南相馬市,2017/08/06 01:07:57,2017/08/06 01:20:32,0.27273,264
82,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83696,37.71762 140.83696,37.71691 140.83786,37.71691 140.83786,37.71762</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,福島県,,南相馬市,2017/07/15 23:30:12,2017/07/15 23:33:09,0.41375,164
83,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83786,37.68919 140.83786,37.68848 140.83876,37.68848 140.83876,37.68919</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,福島県,,南相馬市,2017/08/06 01:07:51,2017/08/06 01:20:38,0.26600,258
84,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83786,37.71762 140.83786,37.71691 140.83876,37.71691 140.83876,37.71762</coordinates></LinearRing></outerBoundaryIs></Polygon>",7,福島県,,南相馬市,2017/07/15 23:30:09,2017/07/15 23:33:15,0.41429,157
85,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83876,37.68848 140.83876,37.68777 140.83965,37.68777 140.83965,37.68848</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,福島県,,南相馬市,2017/08/06 01:07:44,2017/08/06 01:20:43,0.26333,253
86,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83876,37.68919 140.83876,37.68848 140.83965,37.68848 140.83965,37.68919</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,福島県,,南相馬市,2017/08/06 01:20:39,2017/08/06 01:20:39,0.28000,255
87,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83876,37.71762 140.83876,37.71691 140.83965,37.71691 140.83965,37.71762</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,福島県,,南相馬市,2017/07/15 23:29:55,2017/07/15 23:33:22,0.46111,151
88,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83965,37.68848 140.83965,37.68777 140.84055,37.68777 140.84055,37.68848</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,福島県,,南相馬市,2017/08/06 01:07:37,2017/08/06 01:20:46,0.25889,249
89,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83965,37.71762 140.83965,37.71691 140.84055,37.71691 140.84055,37.71762</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,福島県,,南相馬市,2017/07/15 23:29:47,2017/07/15 23:33:27,0.46222,145
90,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84055,37.68848 140.84055,37.68777 140.84145,37.68777 140.84145,37.68848</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,福島県,,南相馬市,2017/08/06 01:07:31,2017/08/06 01:20:52,0.25889,243
91,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84055,37.71691 140.84055,37.71620 140.84145,37.71620 140.84145,37.71691</coordinates></LinearRing></outerBoundaryIs></Polygon>",7,福島県,,南相馬市,2017/07/15 23:29:38,2017/07/15 23:33:35,0.35857,140
92,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84055,37.71762 140.84055,37.71691 140.84145,37.71691 140.84145,37.71762</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,福島県,,南相馬市,2017/07/15 23:29:43,2017/07/15 23:33:32,0.41667,142
93,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84145,37.68848 140.84145,37.68777 140.84235,37.68777 140.84235,37.68848</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,福島県,,南相馬市,2017/08/06 01:07:25,2017/08/06 01:20:56,0.33667,237
94,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84145,37.71691 140.84145,37.71620 140.84235,37.71620 140.84235,37.71691</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,福島県,,南相馬市,2017/07/15 23:29:31,2017/07/15 23:33:42,0.34417,135
95,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84235,37.68848 140.84235,37.68777 140.84325,37.68777 140.84325,37.68848</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,福島県,,南相馬市,2017/08/06 01:07:20,2017/08/06 01:20:58,0.39833,233
