FID_1,geometry,Join_Count,PREF,CITY1,CITY2,FirstDate,LastDate,radiation,Elev
19,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.82708,37.69354 140.82708,37.69212 140.82887,37.69212 140.82887,37.69354</coordinates></LinearRing></outerBoundaryIs></Polygon>",14,福島県,,南相馬市,2017/08/06 01:10:15,2017/08/06 01:18:39,0.38857,381
20,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.82887,37.69354 140.82887,37.69212 140.83067,37.69212 140.83067,37.69354</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,福島県,,南相馬市,2017/08/06 01:10:03,2017/08/06 01:18:44,0.35100,369
21,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83067,37.69354 140.83067,37.69212 140.83247,37.69212 140.83247,37.69354</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,福島県,,南相馬市,2017/08/06 01:09:52,2017/08/06 01:19:03,0.46300,348
22,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83247,37.68785 140.83247,37.68643 140.83426,37.68643 140.83426,37.68785</coordinates></LinearRing></outerBoundaryIs></Polygon>",21,福島県,,南相馬市,2017/08/06 01:08:40,2017/08/06 01:20:05,0.36476,294
23,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83247,37.68927 140.83247,37.68785 140.83426,37.68785 140.83426,37.68927</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,福島県,,南相馬市,2017/08/06 01:08:57,2017/08/06 01:19:53,0.30235,307
24,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83247,37.69069 140.83247,37.68927 140.83426,37.68927 140.83426,37.69069</coordinates></LinearRing></outerBoundaryIs></Polygon>",20,福島県,,南相馬市,2017/08/06 01:09:14,2017/08/06 01:19:40,0.30250,319
25,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83247,37.69212 140.83247,37.69069 140.83426,37.69069 140.83426,37.69212</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,福島県,,南相馬市,2017/08/06 01:19:20,2017/08/06 01:19:21,0.33000,347
26,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83247,37.69354 140.83247,37.69212 140.83426,37.69212 140.83426,37.69354</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,福島県,,南相馬市,2017/08/06 01:09:40,2017/08/06 01:19:07,0.36077,339
27,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83247,37.72054 140.83247,37.71912 140.83426,37.71912 140.83426,37.72054</coordinates></LinearRing></outerBoundaryIs></Polygon>",45,福島県,相馬郡,飯舘村,2017/07/15 23:30:51,2017/07/15 23:32:37,0.28467,194
28,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.68785 140.83426,37.68643 140.83606,37.68643 140.83606,37.68785</coordinates></LinearRing></outerBoundaryIs></Polygon>",14,福島県,,南相馬市,2017/08/06 01:08:31,2017/08/06 01:20:11,0.44500,285
29,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.68927 140.83426,37.68785 140.83606,37.68785 140.83606,37.68927</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,福島県,,南相馬市,2017/08/06 01:08:14,2017/08/06 01:20:21,0.41125,279
30,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.69212 140.83426,37.69069 140.83606,37.69069 140.83606,37.69212</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,福島県,,南相馬市,2017/08/06 01:09:26,2017/08/06 01:19:25,0.28750,329
31,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.71912 140.83426,37.71770 140.83606,37.71770 140.83606,37.71912</coordinates></LinearRing></outerBoundaryIs></Polygon>",20,福島県,相馬郡,飯舘村,2017/07/15 23:30:32,2017/07/15 23:32:51,0.29850,178
32,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.72054 140.83426,37.71912 140.83606,37.71912 140.83606,37.72054</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,福島県,相馬郡,飯舘村,2017/07/15 23:30:45,2017/07/15 23:32:41,0.29375,182
33,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83606,37.68927 140.83606,37.68785 140.83786,37.68785 140.83786,37.68927</coordinates></LinearRing></outerBoundaryIs></Polygon>",23,福島県,,南相馬市,2017/08/06 01:07:57,2017/08/06 01:20:32,0.27261,266
34,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83606,37.71770 140.83606,37.71628 140.83786,37.71628 140.83786,37.71770</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,福島県,,南相馬市,2017/07/15 23:30:12,2017/07/15 23:33:09,0.41389,165
35,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83606,37.71912 140.83606,37.71770 140.83786,37.71770 140.83786,37.71912</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,福島県,,南相馬市,2017/07/15 23:30:23,2017/07/15 23:32:59,0.39375,172
36,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83786,37.68927 140.83786,37.68785 140.83965,37.68785 140.83965,37.68927</coordinates></LinearRing></outerBoundaryIs></Polygon>",20,福島県,,南相馬市,2017/08/06 01:07:44,2017/08/06 01:20:43,0.26550,256
37,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83786,37.71770 140.83786,37.71628 140.83965,37.71628 140.83965,37.71770</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,福島県,,南相馬市,2017/07/15 23:29:55,2017/07/15 23:33:22,0.44062,154
38,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83965,37.68927 140.83965,37.68785 140.84145,37.68785 140.84145,37.68927</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,福島県,,南相馬市,2017/08/06 01:07:31,2017/08/06 01:20:52,0.25889,246
39,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83965,37.71770 140.83965,37.71628 140.84145,37.71628 140.84145,37.71770</coordinates></LinearRing></outerBoundaryIs></Polygon>",22,福島県,,南相馬市,2017/07/15 23:29:38,2017/07/15 23:33:35,0.41682,143
40,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84145,37.68927 140.84145,37.68785 140.84325,37.68785 140.84325,37.68927</coordinates></LinearRing></outerBoundaryIs></Polygon>",15,福島県,,南相馬市,2017/08/06 01:07:20,2017/08/06 01:20:58,0.36133,235
41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84145,37.71628 140.84145,37.71486 140.84325,37.71486 140.84325,37.71628</coordinates></LinearRing></outerBoundaryIs></Polygon>",7,福島県,,南相馬市,2017/07/15 23:29:26,2017/07/15 23:33:49,0.27714,121
42,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84145,37.71770 140.84145,37.71628 140.84325,37.71628 140.84325,37.71770</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,福島県,,南相馬市,2017/07/15 23:29:28,2017/07/15 23:33:44,0.35647,133
43,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84325,37.68785 140.84325,37.68643 140.84504,37.68643 140.84504,37.68785</coordinates></LinearRing></outerBoundaryIs></Polygon>",4,福島県,,南相馬市,2017/08/06 01:07:07,2017/08/06 01:21:13,0.25750,226
44,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84325,37.68927 140.84325,37.68785 140.84504,37.68785 140.84504,37.68927</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,福島県,,南相馬市,2017/08/06 01:07:10,2017/08/06 01:21:10,0.36833,228
45,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84325,37.71628 140.84325,37.71486 140.84504,37.71486 140.84504,37.71628</coordinates></LinearRing></outerBoundaryIs></Polygon>",22,福島県,,南相馬市,2017/07/15 23:29:04,2017/07/15 23:34:07,0.35136,117
46,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84504,37.68785 140.84504,37.68643 140.84684,37.68643 140.84684,37.68785</coordinates></LinearRing></outerBoundaryIs></Polygon>",20,福島県,,南相馬市,2017/08/06 01:06:54,2017/08/06 01:21:26,0.30950,224
47,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84504,37.71628 140.84504,37.71486 140.84684,37.71486 140.84684,37.71628</coordinates></LinearRing></outerBoundaryIs></Polygon>",22,福島県,,南相馬市,2017/07/15 23:28:48,2017/07/15 23:34:22,0.33682,120
48,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84684,37.68643 140.84684,37.68501 140.84864,37.68501 140.84864,37.68643</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,福島県,,南相馬市,2017/08/06 01:06:43,2017/08/06 01:21:32,0.39500,221
49,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84684,37.68785 140.84684,37.68643 140.84864,37.68643 140.84864,37.68785</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,福島県,,南相馬市,2017/08/06 01:06:51,2017/08/06 01:21:27,0.36333,223
50,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84684,37.71486 140.84684,37.71344 140.84864,37.71344 140.84864,37.71486</coordinates></LinearRing></outerBoundaryIs></Polygon>",5,福島県,,南相馬市,2017/07/15 23:28:39,2017/07/15 23:34:24,0.28200,114
51,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84684,37.71628 140.84684,37.71486 140.84864,37.71486 140.84864,37.71628</coordinates></LinearRing></outerBoundaryIs></Polygon>",28,福島県,,南相馬市,2017/07/15 23:28:23,2017/07/15 23:34:39,0.30250,102
52,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84684,37.71770 140.84684,37.71628 140.84864,37.71628 140.84864,37.71770</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,福島県,,南相馬市,2017/07/15 23:28:14,2017/07/15 23:34:50,0.27833,94
53,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84864,37.68643 140.84864,37.68501 140.85043,37.68501 140.85043,37.68643</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,福島県,,南相馬市,2017/08/06 01:06:31,2017/08/06 01:21:47,0.33625,215
54,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84864,37.71770 140.84864,37.71628 140.85043,37.71628 140.85043,37.71770</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,福島県,,南相馬市,2017/07/15 23:28:08,2017/07/15 23:34:53,0.25875,92
55,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84864,37.71912 140.84864,37.71770 140.85043,37.71770 140.85043,37.71912</coordinates></LinearRing></outerBoundaryIs></Polygon>",29,福島県,,南相馬市,2017/07/15 23:27:51,2017/07/15 23:35:09,0.25655,93
56,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85043,37.68216 140.85043,37.68074 140.85223,37.68074 140.85223,37.68216</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,福島県,,南相馬市,2017/08/06 01:05:47,2017/08/06 01:05:47,0.24000,210
57,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85043,37.68359 140.85043,37.68216 140.85223,37.68216 140.85223,37.68359</coordinates></LinearRing></outerBoundaryIs></Polygon>",28,福島県,,南相馬市,2017/08/06 01:05:48,2017/08/06 01:22:10,0.31500,211
58,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85043,37.68501 140.85043,37.68359 140.85223,37.68359 140.85223,37.68501</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,福島県,,南相馬市,2017/08/06 01:06:11,2017/08/06 01:22:02,0.26375,210
59,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85043,37.68643 140.85043,37.68501 140.85223,37.68501 140.85223,37.68643</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,福島県,,南相馬市,2017/08/06 01:21:48,2017/08/06 01:21:49,0.37000,217
60,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85043,37.71912 140.85043,37.71770 140.85223,37.71770 140.85223,37.71912</coordinates></LinearRing></outerBoundaryIs></Polygon>",24,福島県,,南相馬市,2017/07/15 23:27:35,2017/07/15 23:35:19,0.24167,97
61,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85223,37.68074 140.85223,37.67932 140.85403,37.67932 140.85403,37.68074</coordinates></LinearRing></outerBoundaryIs></Polygon>",15,福島県,,南相馬市,2017/08/06 01:05:27,2017/08/06 01:22:31,0.41533,204
62,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85223,37.68216 140.85223,37.68074 140.85403,37.68074 140.85403,37.68216</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,福島県,,南相馬市,2017/08/06 01:05:37,2017/08/06 01:22:22,0.35385,208
63,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85223,37.68359 140.85223,37.68216 140.85403,37.68216 140.85403,37.68359</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,福島県,,南相馬市,2017/08/06 01:22:12,2017/08/06 01:22:12,0.29000,211
64,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85223,37.71912 140.85223,37.71770 140.85403,37.71770 140.85403,37.71912</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,福島県,,南相馬市,2017/07/15 23:27:22,2017/07/15 23:35:36,0.26167,95
65,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85403,37.68074 140.85403,37.67932 140.85582,37.67932 140.85582,37.68074</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,福島県,,南相馬市,2017/08/06 01:05:13,2017/08/06 01:22:42,0.32667,195
66,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85403,37.71912 140.85403,37.71770 140.85582,37.71770 140.85582,37.71912</coordinates></LinearRing></outerBoundaryIs></Polygon>",20,福島県,,南相馬市,2017/07/15 23:27:10,2017/07/15 23:35:48,0.28700,94
67,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85403,37.72054 140.85403,37.71912 140.85582,37.71912 140.85582,37.72054</coordinates></LinearRing></outerBoundaryIs></Polygon>",7,福島県,,南相馬市,2017/07/15 23:27:05,2017/07/15 23:35:52,0.31143,94
68,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85582,37.67932 140.85582,37.67790 140.85762,37.67790 140.85762,37.67932</coordinates></LinearRing></outerBoundaryIs></Polygon>",11,福島県,,南相馬市,2017/08/06 01:04:59,2017/08/06 01:22:52,0.31727,184
69,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85582,37.68074 140.85582,37.67932 140.85762,37.67932 140.85762,37.68074</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,福島県,,南相馬市,2017/08/06 01:05:12,2017/08/06 01:22:43,0.30000,191
70,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85582,37.72054 140.85582,37.71912 140.85762,37.71912 140.85762,37.72054</coordinates></LinearRing></outerBoundaryIs></Polygon>",23,福島県,,南相馬市,2017/07/15 23:26:49,2017/07/15 23:36:08,0.28826,93
71,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85762,37.67932 140.85762,37.67790 140.85942,37.67790 140.85942,37.67932</coordinates></LinearRing></outerBoundaryIs></Polygon>",20,福島県,,南相馬市,2017/08/06 01:04:47,2017/08/06 01:23:04,0.34700,183
72,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85762,37.71912 140.85762,37.71770 140.85942,37.71770 140.85942,37.71912</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,福島県,,南相馬市,2017/07/15 23:26:40,2017/07/15 23:36:15,0.21000,91
73,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85762,37.72054 140.85762,37.71912 140.85942,37.71912 140.85942,37.72054</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,福島県,,南相馬市,2017/07/15 23:26:31,2017/07/15 23:36:24,0.25588,91
74,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85942,37.67790 140.85942,37.67648 140.86121,37.67648 140.86121,37.67790</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,福島県,,南相馬市,2017/08/06 01:04:30,2017/08/06 01:23:15,0.29375,185
75,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85942,37.67932 140.85942,37.67790 140.86121,37.67790 140.86121,37.67932</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,福島県,,南相馬市,2017/08/06 01:04:38,2017/08/06 01:23:13,0.29125,183
76,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85942,37.72054 140.85942,37.71912 140.86121,37.71912 140.86121,37.72054</coordinates></LinearRing></outerBoundaryIs></Polygon>",25,福島県,,南相馬市,2017/07/15 23:26:16,2017/07/15 23:36:39,0.32800,91
77,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86121,37.67648 140.86121,37.67505 140.86301,37.67505 140.86301,37.67648</coordinates></LinearRing></outerBoundaryIs></Polygon>",7,福島県,,南相馬市,2017/08/06 01:04:07,2017/08/06 01:23:33,0.35000,197
78,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86121,37.67790 140.86121,37.67648 140.86301,37.67648 140.86301,37.67790</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,福島県,,南相馬市,2017/08/06 01:04:15,2017/08/06 01:23:19,0.44312,198
79,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86121,37.72054 140.86121,37.71912 140.86301,37.71912 140.86301,37.72054</coordinates></LinearRing></outerBoundaryIs></Polygon>",7,福島県,,南相馬市,2017/07/15 23:26:12,2017/07/15 23:36:43,0.24429,91
80,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86121,37.72197 140.86121,37.72054 140.86301,37.72054 140.86301,37.72197</coordinates></LinearRing></outerBoundaryIs></Polygon>",11,福島県,,南相馬市,2017/07/15 23:26:05,2017/07/15 23:36:51,0.22545,88
81,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86301,37.67505 140.86301,37.67363 140.86481,37.67363 140.86481,37.67505</coordinates></LinearRing></outerBoundaryIs></Polygon>",14,福島県,,南相馬市,2017/08/06 01:03:47,2017/08/06 01:23:41,0.35714,165
82,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86301,37.67648 140.86301,37.67505 140.86481,37.67505 140.86481,37.67648</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,福島県,,南相馬市,2017/08/06 01:04:01,2017/08/06 01:23:38,0.36300,175
83,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86301,37.72197 140.86301,37.72054 140.86481,37.72054 140.86481,37.72197</coordinates></LinearRing></outerBoundaryIs></Polygon>",23,福島県,,南相馬市,2017/07/15 23:25:50,2017/07/15 23:37:05,0.16087,84
84,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86481,37.67221 140.86481,37.67079 140.86660,37.67079 140.86660,37.67221</coordinates></LinearRing></outerBoundaryIs></Polygon>",4,福島県,,南相馬市,2017/08/06 01:03:26,2017/08/06 01:24:04,0.28250,140
85,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86481,37.67363 140.86481,37.67221 140.86660,37.67221 140.86660,37.67363</coordinates></LinearRing></outerBoundaryIs></Polygon>",19,福島県,,南相馬市,2017/08/06 01:03:29,2017/08/06 01:24:02,0.30421,147
86,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86481,37.67505 140.86481,37.67363 140.86660,37.67363 140.86660,37.67505</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,福島県,,南相馬市,2017/08/06 01:03:44,2017/08/06 01:03:46,0.41333,159
87,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86481,37.72197 140.86481,37.72054 140.86660,37.72054 140.86660,37.72197</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,福島県,,南相馬市,2017/07/15 23:25:44,2017/07/15 23:37:11,0.13700,82
88,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86481,37.72339 140.86481,37.72197 140.86660,37.72197 140.86660,37.72339</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,福島県,,南相馬市,2017/07/15 23:25:35,2017/07/15 23:37:22,0.12765,82
89,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86660,37.66652 140.86660,37.66510 140.86840,37.66510 140.86840,37.66652</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,福島県,,南相馬市,2017/08/06 01:02:34,2017/08/06 01:02:36,0.68333,114
90,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86660,37.66794 140.86660,37.66652 140.86840,37.66652 140.86840,37.66794</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,福島県,,南相馬市,2017/08/06 01:02:49,2017/08/06 01:24:43,0.56833,133
91,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86660,37.66937 140.86660,37.66794 140.86840,37.66794 140.86840,37.66937</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,福島県,,南相馬市,2017/08/06 01:02:54,2017/08/06 01:24:35,0.46250,124
92,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86660,37.67079 140.86660,37.66937 140.86840,37.66937 140.86840,37.67079</coordinates></LinearRing></outerBoundaryIs></Polygon>",19,福島県,,南相馬市,2017/08/06 01:03:05,2017/08/06 01:24:23,0.53474,129
93,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86660,37.67221 140.86660,37.67079 140.86840,37.67079 140.86840,37.67221</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,福島県,,南相馬市,2017/08/06 01:03:16,2017/08/06 01:24:12,0.37667,134
94,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86660,37.72339 140.86660,37.72197 140.86840,37.72197 140.86840,37.72339</coordinates></LinearRing></outerBoundaryIs></Polygon>",15,福島県,,南相馬市,2017/07/15 23:25:25,2017/07/15 23:37:31,0.11467,81
95,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86660,37.72481 140.86660,37.72339 140.86840,37.72339 140.86840,37.72481</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,福島県,,南相馬市,2017/07/15 23:25:16,2017/07/15 23:37:44,0.13833,83
96,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86840,37.66652 140.86840,37.66510 140.87020,37.66510 140.87020,37.66652</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,福島県,,南相馬市,2017/08/06 01:02:22,2017/08/06 01:25:04,0.45778,111
