FID_1,geometry,Join_Count,PREF,CITY1,CITY2,FirstDate,LastDate,radiation,Elev
15,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.91332,37.54659 140.91332,37.52379 140.94206,37.52379 140.94206,37.54659</coordinates></LinearRing></outerBoundaryIs></Polygon>",181,福島県,,南相馬市,2017/08/12 00:28:41,2017/08/12 01:34:03,0.32663,72
16,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.91332,37.56938 140.91332,37.54659 140.94206,37.54659 140.94206,37.56938</coordinates></LinearRing></outerBoundaryIs></Polygon>",648,福島県,,南相馬市,2017/08/11 23:42:49,2017/08/12 01:00:08,0.29886,73
17,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.91332,37.59217 140.91332,37.56938 140.94206,37.56938 140.94206,37.59217</coordinates></LinearRing></outerBoundaryIs></Polygon>",1243,福島県,,南相馬市,2017/08/08 00:50:38,2017/08/12 00:02:56,0.25314,81
18,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.91332,37.61494 140.91332,37.59217 140.94206,37.59217 140.94206,37.61494</coordinates></LinearRing></outerBoundaryIs></Polygon>",2629,福島県,,南相馬市,2017/08/08 00:17:47,2017/08/19 20:35:00,0.20959,78
19,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.91332,37.63772 140.91332,37.61494 140.94206,37.61494 140.94206,37.63772</coordinates></LinearRing></outerBoundaryIs></Polygon>",3283,福島県,,南相馬市,2017/08/07 23:55:48,2017/08/19 20:30:58,0.16294,61
20,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.91332,37.66048 140.91332,37.63772 140.94206,37.63772 140.94206,37.66048</coordinates></LinearRing></outerBoundaryIs></Polygon>",2832,福島県,,南相馬市,2017/07/15 22:31:44,2017/08/26 20:55:28,0.14752,45
21,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.91332,37.68324 140.91332,37.66048 140.94206,37.66048 140.94206,37.68324</coordinates></LinearRing></outerBoundaryIs></Polygon>",2143,福島県,,南相馬市,2017/07/15 22:36:16,2017/08/11 18:10:11,0.17218,52
22,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.91332,37.70599 140.91332,37.68324 140.94206,37.68324 140.94206,37.70599</coordinates></LinearRing></outerBoundaryIs></Polygon>",1368,福島県,,南相馬市,2017/07/16 01:24:48,2017/07/29 01:15:35,0.13645,47
23,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.91332,37.72873 140.91332,37.70599 140.94206,37.70599 140.94206,37.72873</coordinates></LinearRing></outerBoundaryIs></Polygon>",2121,福島県,,南相馬市,2017/07/16 00:04:02,2017/07/26 19:47:00,0.10809,34
24,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.91332,37.75146 140.91332,37.72873 140.94206,37.72873 140.94206,37.75146</coordinates></LinearRing></outerBoundaryIs></Polygon>",1269,福島県,,相馬市,2017/07/15 23:56:21,2017/07/26 19:24:55,0.10942,41
25,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.94206,37.54659 140.94206,37.52379 140.97081,37.52379 140.97081,37.54659</coordinates></LinearRing></outerBoundaryIs></Polygon>",408,福島県,,南相馬市,2017/08/12 00:27:49,2017/08/12 01:33:40,0.39164,51
26,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.94206,37.56938 140.94206,37.54659 140.97081,37.54659 140.97081,37.56938</coordinates></LinearRing></outerBoundaryIs></Polygon>",2418,福島県,,南相馬市,2017/08/11 23:47:42,2017/08/21 23:06:21,0.22554,39
27,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.94206,37.59217 140.94206,37.56938 140.97081,37.56938 140.97081,37.59217</coordinates></LinearRing></outerBoundaryIs></Polygon>",1192,福島県,,南相馬市,2017/08/08 01:11:02,2017/08/20 18:23:31,0.21048,39
28,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.94206,37.61494 140.94206,37.59217 140.97081,37.59217 140.97081,37.61494</coordinates></LinearRing></outerBoundaryIs></Polygon>",2683,福島県,,南相馬市,2017/07/16 19:00:15,2017/08/19 20:36:11,0.15141,37
29,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.94206,37.63772 140.94206,37.61494 140.97081,37.61494 140.97081,37.63772</coordinates></LinearRing></outerBoundaryIs></Polygon>",8609,福島県,,南相馬市,2017/07/16 18:56:42,2017/08/26 19:33:28,0.11977,44
30,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.94206,37.66048 140.94206,37.63772 140.97081,37.63772 140.97081,37.66048</coordinates></LinearRing></outerBoundaryIs></Polygon>",10531,福島県,,南相馬市,2017/07/16 18:33:42,2017/08/26 21:01:05,0.11603,32
31,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.94206,37.68324 140.94206,37.66048 140.97081,37.66048 140.97081,37.68324</coordinates></LinearRing></outerBoundaryIs></Polygon>",2580,福島県,,南相馬市,2017/07/27 01:36:42,2017/08/06 00:40:18,0.13547,42
32,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.94206,37.70599 140.94206,37.68324 140.97081,37.68324 140.97081,37.70599</coordinates></LinearRing></outerBoundaryIs></Polygon>",4288,福島県,,南相馬市,2017/07/26 18:57:33,2017/07/29 00:52:11,0.10993,24
33,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.94206,37.72873 140.94206,37.70599 140.97081,37.70599 140.97081,37.72873</coordinates></LinearRing></outerBoundaryIs></Polygon>",3847,福島県,,南相馬市,2017/07/16 00:44:38,2017/07/28 23:17:05,0.10185,23
34,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.94206,37.75146 140.94206,37.72873 140.97081,37.72873 140.97081,37.75146</coordinates></LinearRing></outerBoundaryIs></Polygon>",1269,福島県,,南相馬市,2017/07/16 00:36:57,2017/07/26 22:30:16,0.10343,21
35,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.97081,37.52379 140.97081,37.50099 140.99955,37.50099 140.99955,37.52379</coordinates></LinearRing></outerBoundaryIs></Polygon>",479,福島県,双葉郡,浪江町,2017/08/20 19:34:28,2017/08/20 19:59:20,0.14480,21
36,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.97081,37.54659 140.97081,37.52379 140.99955,37.52379 140.99955,37.54659</coordinates></LinearRing></outerBoundaryIs></Polygon>",743,福島県,,南相馬市,2017/08/12 01:20:52,2017/08/21 22:29:08,0.14779,21
37,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.97081,37.56938 140.97081,37.54659 140.99955,37.54659 140.99955,37.56938</coordinates></LinearRing></outerBoundaryIs></Polygon>",5949,福島県,,南相馬市,2017/08/08 01:47:47,2017/08/22 01:14:54,0.11787,17
38,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.97081,37.59217 140.97081,37.56938 140.99955,37.56938 140.99955,37.59217</coordinates></LinearRing></outerBoundaryIs></Polygon>",1842,福島県,,南相馬市,2017/08/08 01:41:17,2017/08/22 00:24:23,0.12855,22
39,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.97081,37.61494 140.97081,37.59217 140.99955,37.59217 140.99955,37.61494</coordinates></LinearRing></outerBoundaryIs></Polygon>",3336,福島県,,南相馬市,2017/07/16 19:06:27,2017/08/21 20:20:39,0.11683,18
40,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.97081,37.63772 140.97081,37.61494 140.99955,37.61494 140.99955,37.63772</coordinates></LinearRing></outerBoundaryIs></Polygon>",4353,福島県,,南相馬市,2017/07/16 18:46:35,2017/08/26 19:55:30,0.10815,28
41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.97081,37.66048 140.97081,37.63772 140.99955,37.63772 140.99955,37.66048</coordinates></LinearRing></outerBoundaryIs></Polygon>",5255,福島県,,南相馬市,2017/07/16 18:42:23,2017/08/26 19:57:54,0.10344,22
42,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.97081,37.68324 140.97081,37.66048 140.99955,37.66048 140.99955,37.68324</coordinates></LinearRing></outerBoundaryIs></Polygon>",1533,福島県,,南相馬市,2017/07/21 01:06:43,2017/07/28 20:53:45,0.10746,23
43,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.97081,37.70599 140.97081,37.68324 140.99955,37.68324 140.99955,37.70599</coordinates></LinearRing></outerBoundaryIs></Polygon>",2826,福島県,,南相馬市,2017/07/26 18:54:41,2017/07/28 23:33:24,0.09015,13
44,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.97081,37.72873 140.97081,37.70599 140.99955,37.70599 140.99955,37.72873</coordinates></LinearRing></outerBoundaryIs></Polygon>",1924,福島県,,南相馬市,2017/07/26 22:38:12,2017/07/27 00:26:45,0.09812,17
45,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.97081,37.75146 140.97081,37.72873 140.99955,37.72873 140.99955,37.75146</coordinates></LinearRing></outerBoundaryIs></Polygon>",866,福島県,,相馬市,2017/07/26 20:52:40,2017/07/26 23:31:29,0.08374,11
46,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.99955,37.52379 140.99955,37.50099 141.02830,37.50099 141.02830,37.52379</coordinates></LinearRing></outerBoundaryIs></Polygon>",337,福島県,,南相馬市,2017/08/20 19:47:28,2017/08/20 20:23:29,0.10065,8
47,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.99955,37.54659 140.99955,37.52379 141.02830,37.52379 141.02830,37.54659</coordinates></LinearRing></outerBoundaryIs></Polygon>",1570,福島県,,南相馬市,2017/08/20 19:43:43,2017/08/21 22:23:10,0.11532,13
48,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.99955,37.56938 140.99955,37.54659 141.02830,37.54659 141.02830,37.56938</coordinates></LinearRing></outerBoundaryIs></Polygon>",2136,福島県,,南相馬市,2017/08/15 00:41:00,2017/08/22 01:09:40,0.09849,11
49,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.99955,37.59217 140.99955,37.56938 141.02830,37.56938 141.02830,37.59217</coordinates></LinearRing></outerBoundaryIs></Polygon>",1771,福島県,,南相馬市,2017/07/16 23:17:01,2017/08/22 00:58:52,0.09700,15
50,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.99955,37.61494 140.99955,37.59217 141.02830,37.59217 141.02830,37.61494</coordinates></LinearRing></outerBoundaryIs></Polygon>",2182,福島県,,南相馬市,2017/07/16 22:16:15,2017/08/21 20:21:18,0.09737,18
51,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.99955,37.63772 140.99955,37.61494 141.02830,37.61494 141.02830,37.63772</coordinates></LinearRing></outerBoundaryIs></Polygon>",1513,福島県,,南相馬市,2017/07/16 18:50:20,2017/07/20 23:57:55,0.08202,17
52,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.99955,37.66048 140.99955,37.63772 141.02830,37.63772 141.02830,37.66048</coordinates></LinearRing></outerBoundaryIs></Polygon>",1401,福島県,,南相馬市,2017/07/20 23:17:57,2017/07/21 01:05:02,0.09038,17
53,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.99955,37.68324 140.99955,37.66048 141.02830,37.66048 141.02830,37.68324</coordinates></LinearRing></outerBoundaryIs></Polygon>",1111,福島県,,南相馬市,2017/07/21 00:35:57,2017/08/26 20:12:41,0.08442,14
54,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.99955,37.70599 140.99955,37.68324 141.02830,37.68324 141.02830,37.70599</coordinates></LinearRing></outerBoundaryIs></Polygon>",406,Error,Error,Error,2017/07/26 23:02:49,2017/07/27 01:27:29,0.07475,10
55,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.99955,37.72873 140.99955,37.70599 141.02830,37.70599 141.02830,37.72873</coordinates></LinearRing></outerBoundaryIs></Polygon>",489,Error,Error,Error,2017/07/26 22:47:57,2017/07/26 23:02:48,0.08448,15
56,"<Polygon><outerBoundaryIs><LinearRing><coordinates>141.02830,37.52379 141.02830,37.50099 141.05705,37.50099 141.05705,37.52379</coordinates></LinearRing></outerBoundaryIs></Polygon>",172,Error,Error,Error,2017/08/20 20:18:19,2017/08/20 20:24:00,0.10099,17
57,"<Polygon><outerBoundaryIs><LinearRing><coordinates>141.02830,37.54659 141.02830,37.52379 141.05705,37.52379 141.05705,37.54659</coordinates></LinearRing></outerBoundaryIs></Polygon>",52,Error,Error,Error,2017/08/20 20:24:02,2017/08/20 20:25:25,0.07865,8
