FID_1,geometry,Join_Count,PREF,CITY1,CITY2,FirstDate,LastDate,radiation,Elev
10,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.82708,37.69513 140.82708,37.69228 140.83067,37.69228 140.83067,37.69513</coordinates></LinearRing></outerBoundaryIs></Polygon>",25,福島県,,南相馬市,2016/11/26 19:41:35,2016/11/26 19:51:24,0.46,368
11,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83067,37.68944 140.83067,37.68660 140.83426,37.68660 140.83426,37.68944</coordinates></LinearRing></outerBoundaryIs></Polygon>",45,福島県,,南相馬市,2016/11/26 19:40:01,2016/11/26 19:52:35,0.40,300
12,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83067,37.69228 140.83067,37.68944 140.83426,37.68944 140.83426,37.69228</coordinates></LinearRing></outerBoundaryIs></Polygon>",22,福島県,,南相馬市,2016/11/26 19:40:36,2016/11/26 19:52:11,0.36,318
13,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83067,37.69513 140.83067,37.69228 140.83426,37.69228 140.83426,37.69513</coordinates></LinearRing></outerBoundaryIs></Polygon>",33,福島県,,南相馬市,2016/11/26 19:41:04,2016/11/26 19:51:44,0.50,343
14,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83067,37.72071 140.83067,37.71787 140.83426,37.71787 140.83426,37.72071</coordinates></LinearRing></outerBoundaryIs></Polygon>",31,福島県,相馬郡,飯舘村,2016/11/20 01:25:44,2016/11/20 01:26:34,0.34,190
15,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.68944 140.83426,37.68660 140.83786,37.68660 140.83786,37.68944</coordinates></LinearRing></outerBoundaryIs></Polygon>",49,福島県,,南相馬市,2016/11/26 19:39:25,2016/11/26 19:53:01,0.42,273
16,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.69228 140.83426,37.68944 140.83786,37.68944 140.83786,37.69228</coordinates></LinearRing></outerBoundaryIs></Polygon>",15,福島県,,南相馬市,2016/11/26 19:40:47,2016/11/26 19:52:01,0.30,319
17,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.71787 140.83426,37.71503 140.83786,37.71503 140.83786,37.71787</coordinates></LinearRing></outerBoundaryIs></Polygon>",11,福島県,,南相馬市,2016/11/20 01:25:09,2016/11/20 01:25:21,0.43,166
18,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83426,37.72071 140.83426,37.71787 140.83786,37.71787 140.83786,37.72071</coordinates></LinearRing></outerBoundaryIs></Polygon>",22,福島県,,南相馬市,2016/11/20 01:25:22,2016/11/20 01:26:50,0.35,172
19,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83786,37.68944 140.83786,37.68660 140.84145,37.68660 140.84145,37.68944</coordinates></LinearRing></outerBoundaryIs></Polygon>",36,福島県,,南相馬市,2016/11/26 19:38:58,2016/11/26 19:53:21,0.31,248
20,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.83786,37.71787 140.83786,37.71503 140.84145,37.71503 140.84145,37.71787</coordinates></LinearRing></outerBoundaryIs></Polygon>",31,福島県,,南相馬市,2016/11/20 01:24:41,2016/11/20 01:27:20,0.49,148
21,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84145,37.68944 140.84145,37.68660 140.84504,37.68660 140.84504,37.68944</coordinates></LinearRing></outerBoundaryIs></Polygon>",32,福島県,,南相馬市,2016/11/26 19:38:34,2016/11/26 19:53:41,0.41,229
22,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84145,37.71787 140.84145,37.71503 140.84504,37.71503 140.84504,37.71787</coordinates></LinearRing></outerBoundaryIs></Polygon>",33,福島県,,南相馬市,2016/11/20 01:24:05,2016/11/20 01:27:46,0.39,121
23,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84504,37.68660 140.84504,37.68375 140.84864,37.68375 140.84864,37.68660</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,福島県,,南相馬市,2016/11/26 19:38:09,2016/11/26 19:56:12,0.48,216
24,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84504,37.68944 140.84504,37.68660 140.84864,37.68660 140.84864,37.68944</coordinates></LinearRing></outerBoundaryIs></Polygon>",31,福島県,,南相馬市,2016/11/26 19:38:21,2016/11/26 19:56:03,0.46,221
25,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84504,37.71503 140.84504,37.71218 140.84864,37.71218 140.84864,37.71503</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,福島県,,南相馬市,2016/11/20 01:23:45,2016/11/20 01:28:03,0.40,110
26,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84504,37.71787 140.84504,37.71503 140.84864,37.71503 140.84864,37.71787</coordinates></LinearRing></outerBoundaryIs></Polygon>",24,福島県,,南相馬市,2016/11/20 01:23:23,2016/11/20 01:28:15,0.34,105
27,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84864,37.68375 140.84864,37.68091 140.85223,37.68091 140.85223,37.68375</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,福島県,,南相馬市,2016/11/26 19:37:28,2016/11/26 19:56:54,0.37,209
28,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84864,37.68660 140.84864,37.68375 140.85223,37.68375 140.85223,37.68660</coordinates></LinearRing></outerBoundaryIs></Polygon>",38,福島県,,南相馬市,2016/11/26 19:37:39,2016/11/26 19:56:41,0.39,212
29,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84864,37.71787 140.84864,37.71503 140.85223,37.71503 140.85223,37.71787</coordinates></LinearRing></outerBoundaryIs></Polygon>",4,福島県,,南相馬市,2016/11/20 01:23:17,2016/11/20 01:28:22,0.28,92
30,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.84864,37.72071 140.84864,37.71787 140.85223,37.71787 140.85223,37.72071</coordinates></LinearRing></outerBoundaryIs></Polygon>",20,福島県,,南相馬市,2016/11/20 01:22:52,2016/11/20 01:28:40,0.28,92
31,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85223,37.68091 140.85223,37.67806 140.85582,37.67806 140.85582,37.68091</coordinates></LinearRing></outerBoundaryIs></Polygon>",41,福島県,,南相馬市,2016/11/26 19:36:48,2016/11/26 19:57:25,0.46,196
32,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85223,37.68375 140.85223,37.68091 140.85582,37.68091 140.85582,37.68375</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,福島県,,南相馬市,2016/11/26 19:37:17,2016/11/26 19:57:01,0.38,207
33,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85223,37.72071 140.85223,37.71787 140.85582,37.71787 140.85582,37.72071</coordinates></LinearRing></outerBoundaryIs></Polygon>",28,福島県,,南相馬市,2016/11/20 01:22:25,2016/11/20 01:28:55,0.33,90
34,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85582,37.68091 140.85582,37.67806 140.85942,37.67806 140.85942,37.68091</coordinates></LinearRing></outerBoundaryIs></Polygon>",33,福島県,,南相馬市,2016/11/26 19:36:25,2016/11/26 19:57:45,0.40,183
35,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85582,37.72071 140.85582,37.71787 140.85942,37.71787 140.85942,37.72071</coordinates></LinearRing></outerBoundaryIs></Polygon>",26,福島県,,南相馬市,2016/11/20 01:21:56,2016/11/20 01:29:20,0.31,87
36,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85942,37.67806 140.85942,37.67522 140.86301,37.67522 140.86301,37.67806</coordinates></LinearRing></outerBoundaryIs></Polygon>",33,福島県,,南相馬市,2016/11/26 19:35:52,2016/11/26 19:58:13,0.39,183
37,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85942,37.68091 140.85942,37.67806 140.86301,37.67806 140.86301,37.68091</coordinates></LinearRing></outerBoundaryIs></Polygon>",4,福島県,,南相馬市,2016/11/26 19:36:22,2016/11/26 19:57:48,0.37,180
38,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85942,37.72071 140.85942,37.71787 140.86301,37.71787 140.86301,37.72071</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,福島県,,南相馬市,2016/11/20 01:21:34,2016/11/20 01:29:49,0.32,83
39,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.85942,37.72355 140.85942,37.72071 140.86301,37.72071 140.86301,37.72355</coordinates></LinearRing></outerBoundaryIs></Polygon>",5,福島県,,南相馬市,2016/11/20 01:21:31,2016/11/20 01:29:52,0.25,80
40,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86301,37.67238 140.86301,37.66953 140.86660,37.66953 140.86660,37.67238</coordinates></LinearRing></outerBoundaryIs></Polygon>",7,福島県,,南相馬市,2016/11/26 19:35:10,2016/11/26 19:58:41,0.33,138
41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86301,37.67522 140.86301,37.67238 140.86660,37.67238 140.86660,37.67522</coordinates></LinearRing></outerBoundaryIs></Polygon>",37,福島県,,南相馬市,2016/11/26 19:35:16,2016/11/26 19:58:38,0.38,152
42,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86301,37.67806 140.86301,37.67522 140.86660,37.67522 140.86660,37.67806</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,福島県,,南相馬市,2016/11/26 19:35:48,2016/11/26 19:58:16,0.39,172
43,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86301,37.72355 140.86301,37.72071 140.86660,37.72071 140.86660,37.72355</coordinates></LinearRing></outerBoundaryIs></Polygon>",44,福島県,,南相馬市,2016/11/20 01:20:51,2016/11/20 01:30:21,0.17,81
44,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86660,37.66669 140.86660,37.66384 140.87020,37.66384 140.87020,37.66669</coordinates></LinearRing></outerBoundaryIs></Polygon>",27,福島県,,南相馬市,2016/11/26 19:34:02,2016/11/26 19:59:44,0.62,111
45,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86660,37.66953 140.86660,37.66669 140.87020,37.66669 140.87020,37.66953</coordinates></LinearRing></outerBoundaryIs></Polygon>",21,福島県,,南相馬市,2016/11/26 19:34:28,2016/11/26 19:59:18,0.56,123
46,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86660,37.67238 140.86660,37.66953 140.87020,37.66953 140.87020,37.67238</coordinates></LinearRing></outerBoundaryIs></Polygon>",32,福島県,,南相馬市,2016/11/26 19:34:48,2016/11/26 19:58:59,0.52,130
47,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86660,37.72355 140.86660,37.72071 140.87020,37.72071 140.87020,37.72355</coordinates></LinearRing></outerBoundaryIs></Polygon>",40,福島県,,南相馬市,2016/11/20 01:20:38,2016/11/20 01:32:15,0.16,78
48,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.86660,37.72640 140.86660,37.72355 140.87020,37.72355 140.87020,37.72640</coordinates></LinearRing></outerBoundaryIs></Polygon>",22,福島県,,南相馬市,2016/11/20 01:20:20,2016/11/20 01:30:45,0.16,82
49,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87020,37.66669 140.87020,37.66384 140.87379,37.66384 140.87379,37.66669</coordinates></LinearRing></outerBoundaryIs></Polygon>",38,福島県,,南相馬市,2016/11/26 19:33:40,2016/11/26 20:00:08,0.51,105
50,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87020,37.72071 140.87020,37.71787 140.87379,37.71787 140.87379,37.72071</coordinates></LinearRing></outerBoundaryIs></Polygon>",36,福島県,,南相馬市,2016/11/20 01:32:26,2016/11/20 01:33:48,0.18,74
51,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87020,37.72355 140.87020,37.72071 140.87379,37.72071 140.87379,37.72355</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,福島県,,南相馬市,2016/11/20 01:32:16,2016/11/20 01:32:24,0.16,71
52,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87020,37.72640 140.87020,37.72355 140.87379,37.72355 140.87379,37.72640</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,福島県,,南相馬市,2016/11/20 01:19:56,2016/11/20 01:20:18,0.16,77
53,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87379,37.66669 140.87379,37.66384 140.87738,37.66384 140.87738,37.66669</coordinates></LinearRing></outerBoundaryIs></Polygon>",28,福島県,,南相馬市,2016/11/26 19:33:16,2016/11/26 20:00:28,0.37,97
54,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87379,37.72071 140.87379,37.71787 140.87738,37.71787 140.87738,37.72071</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,福島県,,南相馬市,2016/11/20 01:33:50,2016/11/20 01:33:52,0.15,68
55,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87379,37.72355 140.87379,37.72071 140.87738,37.72071 140.87738,37.72355</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,福島県,,南相馬市,2016/11/20 01:33:53,2016/11/20 01:34:19,0.17,65
56,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87379,37.72640 140.87379,37.72355 140.87738,37.72355 140.87738,37.72640</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,福島県,,南相馬市,2016/11/20 01:19:33,2016/11/20 01:19:54,0.18,70
57,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87738,37.66669 140.87738,37.66384 140.88098,37.66384 140.88098,37.66669</coordinates></LinearRing></outerBoundaryIs></Polygon>",40,福島県,,南相馬市,2016/11/26 19:30:43,2016/11/26 20:00:50,0.42,88
58,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87738,37.69797 140.87738,37.69513 140.88098,37.69513 140.88098,37.69797</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,福島県,,南相馬市,2016/11/20 01:45:01,2016/11/20 01:45:12,0.31,127
59,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87738,37.70081 140.87738,37.69797 140.88098,37.69797 140.88098,37.70081</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,福島県,,南相馬市,2016/11/20 01:44:37,2016/11/20 01:44:38,0.43,161
60,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87738,37.70366 140.87738,37.70081 140.88098,37.70081 140.88098,37.70366</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,福島県,,南相馬市,2016/11/20 01:44:01,2016/11/20 01:44:25,0.37,191
61,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87738,37.70650 140.87738,37.70366 140.88098,37.70366 140.88098,37.70650</coordinates></LinearRing></outerBoundaryIs></Polygon>",15,福島県,,南相馬市,2016/11/20 01:43:31,2016/11/20 01:43:59,0.37,179
62,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87738,37.70934 140.87738,37.70650 140.88098,37.70650 140.88098,37.70934</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,福島県,,南相馬市,2016/11/20 01:43:04,2016/11/20 01:43:29,0.30,157
63,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87738,37.71218 140.87738,37.70934 140.88098,37.70934 140.88098,37.71218</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,福島県,,南相馬市,2016/11/20 01:42:31,2016/11/20 01:42:57,0.25,128
64,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87738,37.72355 140.87738,37.72071 140.88098,37.72071 140.88098,37.72355</coordinates></LinearRing></outerBoundaryIs></Polygon>",53,福島県,,南相馬市,2016/11/20 01:34:21,2016/11/20 01:36:34,0.16,63
65,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.87738,37.72640 140.87738,37.72355 140.88098,37.72355 140.88098,37.72640</coordinates></LinearRing></outerBoundaryIs></Polygon>",50,福島県,,南相馬市,2016/11/20 01:19:08,2016/11/20 01:35:36,0.14,62
66,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88098,37.66669 140.88098,37.66384 140.88457,37.66384 140.88457,37.66669</coordinates></LinearRing></outerBoundaryIs></Polygon>",40,福島県,,南相馬市,2016/11/26 19:29:22,2016/11/26 20:01:12,0.40,85
67,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88098,37.69513 140.88098,37.69228 140.88457,37.69228 140.88457,37.69513</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,福島県,,南相馬市,2016/11/20 01:45:57,2016/11/20 01:46:21,0.33,114
68,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88098,37.69797 140.88098,37.69513 140.88457,37.69513 140.88457,37.69797</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,福島県,,南相馬市,2016/11/20 01:45:14,2016/11/20 01:45:55,0.29,121
69,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88098,37.71218 140.88098,37.70934 140.88457,37.70934 140.88457,37.71218</coordinates></LinearRing></outerBoundaryIs></Polygon>",5,福島県,,南相馬市,2016/11/20 01:42:25,2016/11/20 01:42:30,0.23,118
70,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88098,37.71503 140.88098,37.71218 140.88457,37.71218 140.88457,37.71503</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,福島県,,南相馬市,2016/11/20 01:41:49,2016/11/20 01:42:24,0.20,107
71,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88098,37.71787 140.88098,37.71503 140.88457,37.71503 140.88457,37.71787</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,福島県,,南相馬市,2016/11/20 01:41:39,2016/11/20 01:41:39,0.23,89
72,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88098,37.72071 140.88098,37.71787 140.88457,37.71787 140.88457,37.72071</coordinates></LinearRing></outerBoundaryIs></Polygon>",30,福島県,,南相馬市,2016/11/20 01:36:49,2016/11/20 01:37:34,0.18,61
73,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88098,37.72355 140.88098,37.72071 140.88457,37.72071 140.88457,37.72355</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,福島県,,南相馬市,2016/11/20 01:36:36,2016/11/20 01:36:47,0.18,61
74,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88098,37.72640 140.88098,37.72355 140.88457,37.72355 140.88457,37.72640</coordinates></LinearRing></outerBoundaryIs></Polygon>",23,福島県,,南相馬市,2016/11/20 01:18:41,2016/11/20 01:19:07,0.15,61
75,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88457,37.66669 140.88457,37.66384 140.88816,37.66384 140.88816,37.66669</coordinates></LinearRing></outerBoundaryIs></Polygon>",110,福島県,,南相馬市,2016/11/26 19:29:04,2016/11/26 20:06:38,0.39,78
76,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88457,37.66953 140.88457,37.66669 140.88816,37.66669 140.88816,37.66953</coordinates></LinearRing></outerBoundaryIs></Polygon>",35,福島県,,南相馬市,2016/11/26 20:04:20,2016/11/26 20:05:43,0.47,83
77,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88457,37.69228 140.88457,37.68944 140.88816,37.68944 140.88816,37.69228</coordinates></LinearRing></outerBoundaryIs></Polygon>",58,福島県,,南相馬市,2016/11/20 01:46:41,2016/11/26 20:19:36,0.29,97
78,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88457,37.69513 140.88457,37.69228 140.88816,37.69228 140.88816,37.69513</coordinates></LinearRing></outerBoundaryIs></Polygon>",19,福島県,,南相馬市,2016/11/20 01:46:22,2016/11/26 20:18:56,0.29,106
79,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88457,37.71787 140.88457,37.71503 140.88816,37.71503 140.88816,37.71787</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,福島県,,南相馬市,2016/11/20 01:41:21,2016/11/20 01:41:37,0.23,81
80,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88457,37.72071 140.88457,37.71787 140.88816,37.71787 140.88816,37.72071</coordinates></LinearRing></outerBoundaryIs></Polygon>",50,福島県,,南相馬市,2016/11/20 01:37:35,2016/11/20 01:41:19,0.18,62
81,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88457,37.72640 140.88457,37.72355 140.88816,37.72355 140.88816,37.72640</coordinates></LinearRing></outerBoundaryIs></Polygon>",35,福島県,,南相馬市,2016/11/20 01:18:11,2016/11/20 01:39:10,0.15,59
82,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88816,37.66384 140.88816,37.66100 140.89176,37.66100 140.89176,37.66384</coordinates></LinearRing></outerBoundaryIs></Polygon>",50,福島県,,南相馬市,2016/11/26 19:26:38,2016/11/26 20:02:49,0.36,75
83,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88816,37.66669 140.88816,37.66384 140.89176,37.66384 140.89176,37.66669</coordinates></LinearRing></outerBoundaryIs></Polygon>",81,福島県,,南相馬市,2016/11/26 19:25:13,2016/11/26 20:06:58,0.34,75
84,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88816,37.68375 140.88816,37.68091 140.89176,37.68091 140.89176,37.68375</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,福島県,,南相馬市,2016/11/20 01:48:19,2016/11/26 20:11:07,0.38,111
85,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88816,37.68660 140.88816,37.68375 140.89176,37.68375 140.89176,37.68660</coordinates></LinearRing></outerBoundaryIs></Polygon>",31,福島県,,南相馬市,2016/11/20 01:47:48,2016/11/26 20:12:33,0.33,103
86,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88816,37.68944 140.88816,37.68660 140.89176,37.68660 140.89176,37.68944</coordinates></LinearRing></outerBoundaryIs></Polygon>",40,福島県,,南相馬市,2016/11/20 01:47:13,2016/11/26 20:13:07,0.29,102
87,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88816,37.69228 140.88816,37.68944 140.89176,37.68944 140.89176,37.69228</coordinates></LinearRing></outerBoundaryIs></Polygon>",53,福島県,,南相馬市,2016/11/26 20:13:50,2016/11/26 20:20:15,0.26,87
88,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88816,37.69513 140.88816,37.69228 140.89176,37.69228 140.89176,37.69513</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,福島県,,南相馬市,2016/11/26 20:18:02,2016/11/26 20:18:34,0.23,101
89,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88816,37.72071 140.88816,37.71787 140.89176,37.71787 140.89176,37.72071</coordinates></LinearRing></outerBoundaryIs></Polygon>",4,福島県,,南相馬市,2016/11/20 01:38:24,2016/11/20 01:40:45,0.18,56
90,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88816,37.72355 140.88816,37.72071 140.89176,37.72071 140.89176,37.72355</coordinates></LinearRing></outerBoundaryIs></Polygon>",39,福島県,,南相馬市,2016/11/20 01:38:25,2016/11/20 01:40:41,0.17,55
91,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.88816,37.72640 140.88816,37.72355 140.89176,37.72355 140.89176,37.72640</coordinates></LinearRing></outerBoundaryIs></Polygon>",29,福島県,,南相馬市,2016/11/20 01:17:45,2016/11/20 01:40:15,0.15,56
92,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.89176,37.66100 140.89176,37.65815 140.89535,37.65815 140.89535,37.66100</coordinates></LinearRing></outerBoundaryIs></Polygon>",43,福島県,,南相馬市,2016/11/26 19:18:21,2016/11/26 19:19:14,0.39,69
93,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.89176,37.66384 140.89176,37.66100 140.89535,37.66100 140.89535,37.66384</coordinates></LinearRing></outerBoundaryIs></Polygon>",124,福島県,,南相馬市,2016/11/20 01:51:42,2016/11/26 19:28:37,0.27,69
94,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.89176,37.66669 140.89176,37.66384 140.89535,37.66384 140.89535,37.66669</coordinates></LinearRing></outerBoundaryIs></Polygon>",72,福島県,,南相馬市,2016/11/20 01:50:59,2016/11/26 20:07:37,0.27,73
95,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.89176,37.66953 140.89176,37.66669 140.89535,37.66669 140.89535,37.66953</coordinates></LinearRing></outerBoundaryIs></Polygon>",34,福島県,,南相馬市,2016/11/20 01:50:38,2016/11/26 20:08:29,0.42,80
96,"<Polygon><outerBoundaryIs><LinearRing><coordinates>140.89176,37.67238 140.89176,37.66953 140.89535,37.66953 140.89535,37.67238</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,福島県,,南相馬市,2016/11/26 20:08:31,2016/11/26 20:09:04,0.50,88
